TSN|Scientific Name|Author|Rank Name|Credibility|Name Usage|Accepted TSN|Accepted Name
34858|Galium glabrescens|(Ehrend.) Dempster & Ehrend.|Species        |Reviewed|accepted||
34864|Galium grayanum|Ehrend.|Species        |Reviewed|accepted||
34871|Galium hypotrichium|A. Gray|Species        |Reviewed|accepted||
34886|Galium mexicanum|Kunth|Species        |Reviewed|accepted||
34891|Galium mollugo|L.|Species        |Reviewed|accepted||
34892|Galium multiflorum|Kellogg|Species        |Reviewed|accepted||
34896|Galium murale|(L.) All.|Species        |Reviewed|accepted||
34897|Galium muricatum|W. Wight|Species        |Reviewed|accepted||
34898|Galium nuttallii|A. Gray|Species        |Reviewed|accepted||
34902|Galium oreganum|Britton|Species        |Reviewed|accepted||
34905|Galium parisiense|L.|Species        |Reviewed|accepted||
34908|Galium porrigens|Dempster|Species        |Reviewed|accepted||
34913|Galium serpenticum|Dempster|Species        |Reviewed|accepted||
34923|Galium sparsiflorum|W. Wight|Species        |Reviewed|accepted||
34806|Galium trifidum|L.|Species        |Reviewed|accepted||
34933|Galium triflorum|Michx.|Species        |Reviewed|accepted||
35061|Kelloggia galioides|Torr.|Species        |Reviewed|accepted||
35237|Sherardia arvensis|L.|Species        |Reviewed|accepted||
501571|Citrullus colocynthis|(L.) Schrad.|Species        |Reviewed|accepted||
847536|Marah fabacea|(Naudin) Greene|Species        |Reviewed|accepted||
847533|Marah oregana|(Torr. ex A. Gray) Howell|Species        |Reviewed|accepted||
22396|Marah watsonii|(Cogn.) Greene|Species        |Reviewed|accepted||
502442|Escallonia rubra|(Ruiz & Pav.) Pers.|Species        |Reviewed|accepted||
24452|Ribes aureum|Pursh|Species        |Reviewed|accepted||
24453|Ribes binominatum|A. Heller|Species        |Reviewed|accepted||
24454|Ribes bracteosum|Douglas ex Hook.|Species        |Reviewed|accepted||
24455|Ribes californicum|Hook. & Arn.|Species        |Reviewed|accepted||
24457|Ribes cereum|Douglas|Species        |Reviewed|accepted||
24463|Ribes divaricatum|Douglas|Species        |Reviewed|accepted||
24471|Ribes hudsonianum|Richardson|Species        |Reviewed|accepted||
24473|Ribes inerme|Rydb.|Species        |Reviewed|accepted||
24476|Ribes lacustre|(Pers.) Poir.|Species        |Reviewed|accepted||
24478|Ribes laxiflorum|Pursh|Species        |Reviewed|accepted||
24480|Ribes lobbii|A. Gray|Species        |Reviewed|accepted||
24481|Ribes malvaceum|Sm.|Species        |Reviewed|accepted||
24482|Ribes marshallii|Greene|Species        |Reviewed|accepted||
24483|Ribes menziesii|Pursh|Species        |Reviewed|accepted||
24486|Ribes montigenum|McClatchie|Species        |Reviewed|accepted||
24487|Ribes nevadense|Kellogg|Species        |Reviewed|accepted||
24496|Ribes roezlii|Regel|Species        |Reviewed|accepted||
24498|Ribes sanguineum|Pursh|Species        |Reviewed|accepted||
24506|Ribes velutinum|Greene|Species        |Reviewed|accepted||
24508|Ribes victoris|Greene|Species        |Reviewed|accepted||
24510|Ribes viscosissimum|Pursh|Species        |Reviewed|accepted||
845240|Aliciella leptomeria|(A. Gray) J.M. Porter|Species        |Reviewed|accepted||
31032|Allophyllum divaricatum|(Nutt.) A.D. Grant & V.E. Grant|Species        |Reviewed|accepted||
31033|Allophyllum gilioides|(Benth.) A.D. Grant & V.E. Grant|Species        |Reviewed|accepted||
31034|Allophyllum integrifolium|(Brand) A.D. Grant & V.E. Grant|Species        |Reviewed|accepted||
31039|Collomia diversifolia|Greene|Species        |Reviewed|accepted||
31037|Collomia grandiflora|Douglas ex Lindl.|Species        |Reviewed|accepted||
31040|Collomia heterophylla|Douglas ex Hook.|Species        |Reviewed|accepted||
508163|Collomia larsenii|(A. Gray) Payson|Species        |Reviewed|accepted||
31041|Collomia linearis|Nutt.|Species        |Reviewed|accepted||
31038|Collomia tenella|A. Gray|Species        |Reviewed|accepted||
31045|Collomia tinctoria|Kellogg|Species        |Reviewed|accepted||
31046|Collomia tracyi|H. Mason|Species        |Reviewed|accepted||
31058|Eriastrum brandegeeae|H. Mason|Species        |Reviewed|accepted||
845216|Eriastrum signatum|D. Gowen|Species        |Reviewed|accepted||
31071|Eriastrum sparsiflorum|(Eastw.) H. Mason|Species        |Reviewed|accepted||
31056|Eriastrum tracyi|H. Mason|Species        |Reviewed|not accepted|31058|Eriastrum brandegeeae
31057|Eriastrum wilcoxii|(A. Nelson) H. Mason|Species        |Reviewed|accepted||
31095|Gilia achilleifolia|Benth.|Species        |Reviewed|accepted||
31076|Gilia brecciarum|M.E. Jones|Species        |Reviewed|accepted||
31107|Gilia capitata|Sims|Species        |Reviewed|accepted||
31117|Gilia clivorum|(Jeps.) V.E. Grant|Species        |Reviewed|accepted||
31127|Gilia inconspicua|(Sm.) Sweet|Species        |Reviewed|accepted||
31156|Gilia millefoliata|Fisch. & C.A. Mey.|Species        |Reviewed|accepted||
502771|Gilia modocensis|Eastw.|Species        |Reviewed|accepted||
502773|Gilia salticola|Eastw.|Species        |Reviewed|accepted||
31088|Gilia sinuata|Douglas ex Benth.|Species        |Reviewed|accepted||
31184|Gilia tricolor|Benth.|Species        |Reviewed|accepted||
31190|Gymnosteris parvula|A. Heller|Species        |Reviewed|accepted||
31192|Ipomopsis aggregata|(Pursh) V.E. Grant|Species        |Reviewed|accepted||
503183|Ipomopsis arizonica|(Greene) Wherry|Species        |Reviewed|accepted||
31202|Ipomopsis congesta|(Hook.) V.E. Grant|Species        |Reviewed|accepted||
503190|Ipomopsis tenuifolia|(A. Gray) V.E. Grant|Species        |Reviewed|accepted||
31221|Ipomopsis tenuituba|(Rydb.) V.E. Grant|Species        |Reviewed|accepted||
845235|Lathrocasis tenerrima|(A. Gray) L.A. Johnson|Species        |Reviewed|accepted||
845236|Leptosiphon acicularis|(Greene) Jeps.|Species        |Reviewed|accepted||
845237|Leptosiphon ambiguus|(Rattan) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845249|Leptosiphon androsaceus|Benth.|Species        |Reviewed|accepted||
845247|Leptosiphon bicolor|Nutt.|Species        |Reviewed|accepted||
845271|Leptosiphon bolanderi|(A. Gray) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845273|Leptosiphon ciliatus|(Benth.) Jeps.|Species        |Reviewed|accepted||
|Leptosiphon croceus|||||
845274|Leptosiphon filipes|(Benth.) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845276|Leptosiphon grandiflorus|(Benth.) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845277|Leptosiphon harknessii|(Curran) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845278|Leptosiphon jepsonii|(Schemske & Goodw.) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845279|Leptosiphon latisectus|(E.G. Buxton) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845285|Leptosiphon nuttallii|(A. Gray) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845288|Leptosiphon parviflorus|(Benth.) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845289|Leptosiphon pygmaeus|(Brand) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845290|Leptosiphon rattanii|(A. Gray) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845291|Leptosiphon rosaceus|(Hook. f.) Battaglia|Species        |Reviewed|accepted||
845292|Leptosiphon septentrionalis|(H. Mason) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
845295|Linanthus californicus|(Hook. & Arn.) J.M. Porter & L.A. Johnson|Species        |Reviewed|not accepted|31231|Leptodactylon californicum ssp. californicum
31301|Linanthus dichotomus|Benth.|Species        |Reviewed|accepted||
845254|Linanthus pungens|(Torr.) J.M. Porter & L.A. Johnson|Species        |Reviewed|accepted||
31309|Microsteris gracilis|(Hook.) Greene|Species        |Reviewed|accepted||
31324|Navarretia atractyloides|(Benth.) Hook. & Arn.|Species        |Reviewed|not accepted|565318|Navarretia atractyloides
565318|Navarretia atractyloides|(Benth.) Hook. & Arn.|Species        |Reviewed|accepted||
31325|Navarretia breweri|(A. Gray) Greene|Species        |Reviewed|accepted||
845257|Navarretia capillaris|(Kellogg) Kuntze|Species        |Reviewed|accepted||
31313|Navarretia divaricata|(Torr. ex A. Gray) Greene|Species        |Reviewed|accepted||
31327|Navarretia filicaulis|(Torr. ex A. Gray) Greene|Species        |Reviewed|accepted||
31333|Navarretia heterandra|H. Mason|Species        |Reviewed|accepted||
31316|Navarretia intertexta|(Benth.) Hook.|Species        |Reviewed|accepted||
31337|Navarretia jepsonii|V. Bailey ex Jeps.|Species        |Reviewed|accepted||
845258|Navarretia leptalea|(A. Gray) L.A. Johnson|Species        |Reviewed|accepted||
31338|Navarretia leucocephala|Benth.|Species        |Reviewed|accepted||
|Navarretia linearifolia|||||
31317|Navarretia mellita|Greene|Species        |Reviewed|accepted||
517485|Navarretia propinqua|Suksd.|Species        |Reviewed|not accepted|524326|Navarretia intertexta ssp. propinqua
31319|Navarretia pubescens|(Benth.) Hook. & Arn.|Species        |Reviewed|accepted||
845268|Navarretia sinistra|(M.E. Jones) L.A. Johnson|Species        |Reviewed|accepted||
31320|Navarretia squarrosa|(Eschsch.) Hook. & Arn.|Species        |Reviewed|accepted||
31352|Navarretia subuligera|Greene|Species        |Reviewed|accepted||
31353|Navarretia tagetina|Greene|Species        |Reviewed|accepted||
31321|Navarretia viscidula|Benth.|Species        |Reviewed|accepted||
30906|Phlox adsurgens|Torr. ex A. Gray|Species        |Reviewed|accepted||
30913|Phlox austromontana|Coville|Species        |Reviewed|accepted||
30920|Phlox caespitosa|Nutt.|Species        |Reviewed|accepted||
30930|Phlox diffusa|Benth.|Species        |Reviewed|accepted||
30933|Phlox dispersa|Sharsm.|Species        |Reviewed|accepted||
30936|Phlox douglasii|Hook.|Species        |Reviewed|not accepted|30920|Phlox caespitosa
504318|Phlox hirsuta|E.E. Nelson|Species        |Reviewed|accepted||
30948|Phlox hoodii|Richardson|Species        |Reviewed|accepted||
30956|Phlox longifolia|Nutt.|Species        |Reviewed|accepted||
30965|Phlox muscoides|Nutt.|Species        |Reviewed|not accepted|524486|Phlox hoodii ssp. muscoides
30980|Phlox pulvinata|(Wherry) Cronquist|Species        |Reviewed|accepted||
30985|Phlox speciosa|Pursh|Species        |Reviewed|accepted||
504329|Phlox stansburyi|(Torr.) A. Heller|Species        |Reviewed|accepted||
504480|Polemonium californicum|Eastw.|Species        |Reviewed|accepted||
31006|Polemonium carneum|A. Gray|Species        |Reviewed|accepted||
31007|Polemonium chartaceum|H. Mason|Species        |Reviewed|accepted||
|Polemonium eddyense|||||
31017|Polemonium micranthum|Benth.|Species        |Reviewed|accepted||
31018|Polemonium occidentale|Greene|Species        |Reviewed|accepted||
31023|Polemonium pulcherrimum|Hook.|Species        |Reviewed|accepted||
20512|Atriplex argentea|Nutt.|Species        |Reviewed|accepted||
20525|Atriplex dioica|(Nutt.) J.F. Macbr.|Species        |Reviewed|not accepted|941386|Stutzia dioica
822814|Atriplex dioica|Raf.|Species        |Reviewed|accepted||
20531|Atriplex gardneri|(Moq.) D. Dietr.|Species        |Reviewed|accepted||
20508|Atriplex gmelinii|C.A. Mey. ex Bong.|Species        |Reviewed|accepted||
20538|Atriplex hortensis|L.|Species        |Reviewed|accepted||
20544|Atriplex leucophylla|(Moq.) D. Dietr.|Species        |Reviewed|accepted||
192269|Atriplex micrantha|Ledeb.|Species        |Reviewed|accepted||
192279|Atriplex prostrata|Boucher ex DC.|Species        |Reviewed|accepted||
20562|Atriplex pusilla|(Torr. ex S. Watson) S. Watson|Species        |Reviewed|accepted||
20563|Atriplex rosea|L.|Species        |Reviewed|accepted||
20575|Atriplex truncata|(Torr. ex S. Watson) A. Gray|Species        |Reviewed|accepted||
20588|Bassia hyssopifolia|(Pall.) Kuntze|Species        |Reviewed|accepted||
20592|Chenopodium album|L.|Species        |Reviewed|accepted||
20593|Chenopodium atrovirens|Rydb.|Species        |Reviewed|accepted||
20594|Chenopodium berlandieri|Moq.|Species        |Reviewed|accepted||
20598|Chenopodium californicum|(S. Watson) S. Watson|Species        |Reviewed|accepted||
20602|Chenopodium chenopodioides|(L.) Aellen|Species        |Reviewed|accepted||
20604|Chenopodium desiccatum|A. Nelson|Species        |Reviewed|accepted||
20606|Chenopodium foliosum|(Moench) Asch.|Species        |Reviewed|accepted||
20607|Chenopodium fremontii|S. Watson|Species        |Reviewed|accepted||
20610|Chenopodium glaucum|L.|Species        |Reviewed|accepted||
20612|Chenopodium hians|Standl.|Species        |Reviewed|accepted||
20616|Chenopodium leptophyllum|(Moq.) Nutt. ex S. Watson|Species        |Reviewed|accepted||
20617|Chenopodium macrospermum|Hook. f.|Species        |Reviewed|accepted||
20618|Chenopodium macrospermum|Hook. f.|Species        |Reviewed|not accepted|20617|Chenopodium macrospermum
20622|Chenopodium murale|L.|Species        |Reviewed|accepted||
20628|Chenopodium polyspermum|L.|Species        |Reviewed|accepted||
501485|Chenopodium pratericola|Rydb.|Species        |Reviewed|accepted||
20630|Chenopodium rubrum|L.|Species        |Reviewed|accepted||
501487|Chenopodium simplex|(Torr.) Raf.|Species        |Reviewed|accepted||
20637|Chenopodium vulvaria|L.|Species        |Reviewed|accepted||
822812|Dysphania ambrosioides|(L.) Mosyakin & Clemants|Species        |Reviewed|accepted||
822809|Dysphania botrys|(L.) Mosyakin & Clemants|Species        |Reviewed|accepted||
822805|Dysphania chilensis|(Schrad.) Mosyakin & Clemants|Species        |Reviewed|accepted||
822803|Dysphania multifida|(L.) Mosyakin & Clemants|Species        |Reviewed|accepted||
822806|Dysphania pumilio|(R. Br.) Mosyakin & Clemants|Species        |Reviewed|accepted||
941383|Extriplex californica|(Moq.) E.H. Zacharias|Species        |Reviewed|accepted||
20690|Grayia spinosa|(Hook.) Moq.|Species        |Reviewed|accepted||
20692|Halogeton glomeratus|(M. Bieb.) C.A. Mey.|Species        |Reviewed|accepted||
20696|Kochia scoparia|(L.) Schrad.|Species        |Reviewed|accepted||
20700|Monolepis nuttalliana|(Schult.) Greene|Species        |Reviewed|accepted||
520733|Salicornia depressa|Standl.|Species        |Reviewed|accepted||
520737|Salicornia pacifica|Standl.|Species        |Reviewed|not accepted|505011|Sarcocornia pacifica
20651|Salicornia rubra|A. Nelson|Species        |Reviewed|accepted||
20657|Salsola paulsenii|Litv.|Species        |Reviewed|accepted||
520950|Salsola tragus|L.|Species        |Reviewed|accepted||
505402|Suaeda calceoliformis|(Hook.) Moq.|Species        |Reviewed|accepted||
35324|Sambucus nigra|L.|Species        |Reviewed|accepted||
35326|Sambucus racemosa|L.|Species        |Reviewed|accepted||
35262|Viburnum ellipticum|Hook.|Species        |Reviewed|accepted||
35270|Viburnum opulus|L.|Species        |Reviewed|accepted||
505680|Viburnum tinus|L.|Species        |Reviewed|accepted||
506467|Pistacia chinensis|Bunge|Species        |Reviewed|accepted||
28779|Rhus aromatica|Aiton|Species        |Reviewed|accepted||
28789|Rhus ovata|S. Watson|Species        |Reviewed|accepted||
28812|Schinus terebinthifolius|Raddi|Species        |Reviewed|accepted||
28819|Toxicodendron diversilobum|(Torr. & A. Gray) Greene|Species        |Reviewed|accepted||
18416|Aconitum columbianum|Nutt.|Species        |Reviewed|accepted||
18723|Actaea rubra|(Aiton) Willd.|Species        |Reviewed|accepted||
18725|Adonis aestivalis|L.|Species        |Reviewed|accepted||
181883|Adonis aestivalis|L.|Species        |Reviewed|not accepted|18725|Adonis aestivalis
18439|Anemone deltoidea|Hook.|Species        |Reviewed|accepted||
18440|Anemone drummondii|S. Watson|Species        |Reviewed|accepted||
565907|Anemone grayi|Behr & Kellogg|Species        |Reviewed|accepted||
18443|Anemone lyallii|Britton|Species        |Reviewed|accepted||
18445|Anemone multifida|(Pritz.) Zämelis, non Poir.|Species        |Reviewed|not accepted|532147|Anemone patens var. multifida
565003|Anemone multifida|Poir.|Species        |Reviewed|accepted||
508852|Anemone occidentalis|S. Watson|Species        |Reviewed|accepted||
18446|Anemone oregana|A. Gray|Species        |Reviewed|accepted||
18736|Aquilegia eximia|Van Houtte ex Planch.|Species        |Reviewed|accepted||
18738|Aquilegia formosa|Fisch. ex DC.|Species        |Reviewed|accepted||
18455|Caltha leptosepala|DC.|Species        |Reviewed|accepted||
18454|Caltha palustris|L.|Species        |Reviewed|accepted||
18701|Clematis lasiantha|Nutt.|Species        |Reviewed|accepted||
18702|Clematis ligusticifolia|Nutt.|Species        |Reviewed|accepted||
501621|Consolida ajacis|(L.) Schur|Species        |Reviewed|accepted||
18765|Coptis laciniata|A. Gray|Species        |Reviewed|accepted||
501976|Delphinium andersonii|A. Gray|Species        |Reviewed|accepted||
508102|Delphinium antoninum|Eastw.|Species        |Reviewed|accepted||
18538|Delphinium bakeri|Ewan|Species        |Reviewed|accepted||
18546|Delphinium cardinale|Hook.|Species        |Reviewed|accepted||
18549|Delphinium decorum|Fisch. & C.A. Mey.|Species        |Reviewed|accepted||
18552|Delphinium depauperatum|Nutt.|Species        |Reviewed|accepted||
18458|Delphinium glaucum|S. Watson|Species        |Reviewed|accepted||
18459|Delphinium gracilentum|Greene|Species        |Reviewed|accepted||
18463|Delphinium hansenii|(Greene) Greene|Species        |Reviewed|accepted||
18467|Delphinium hesperium|A. Gray|Species        |Reviewed|accepted||
18482|Delphinium nudicaule|Torr. & A. Gray|Species        |Reviewed|accepted||
18483|Delphinium nuttallianum|Pritz. ex Walp.|Species        |Reviewed|accepted||
18494|Delphinium patens|Benth.|Species        |Reviewed|accepted||
18500|Delphinium polycladon|Eastw.|Species        |Reviewed|accepted||
18510|Delphinium stachydeum|(A. Gray) Tidestr.|Species        |Reviewed|accepted||
18516|Delphinium trolliifolium|A. Gray|Species        |Reviewed|accepted||
18517|Delphinium uliginosum|Curran|Species        |Reviewed|accepted||
18519|Delphinium variegatum|Torr. & A. Gray|Species        |Reviewed|accepted||
18773|Enemion stipitatum|(A. Gray) J.R. Drumm. & Hutch.|Species        |Reviewed|accepted||
517393|Myosurus apetalus|Gay|Species        |Reviewed|accepted||
18786|Myosurus minimus|L.|Species        |Reviewed|not accepted|503898|Myosurus minimus
503898|Myosurus minimus|L.|Species        |Reviewed|accepted||
508127|Myosurus sessilis|S. Watson|Species        |Reviewed|accepted||
18583|Ranunculus acris|L.|Species        |Reviewed|accepted||
18585|Ranunculus alismifolius|Geyer ex Benth.|Species        |Reviewed|accepted||
18590|Ranunculus andersonii|A. Gray|Species        |Reviewed|accepted||
18581|Ranunculus aquatilis|L.|Species        |Reviewed|accepted||
18592|Ranunculus arvensis|L.|Species        |Reviewed|accepted||
18594|Ranunculus bulbosus|L.|Species        |Reviewed|accepted||
18595|Ranunculus californicus|Benth.|Species        |Reviewed|accepted||
18596|Ranunculus canus|Benth.|Species        |Reviewed|accepted||
18600|Ranunculus cymbalaria|Pursh|Species        |Reviewed|accepted||
18601|Ranunculus eschscholtzii|Schltdl.|Species        |Reviewed|accepted||
18563|Ranunculus flabellaris|Raf.|Species        |Reviewed|accepted||
18604|Ranunculus flammula|L.|Species        |Reviewed|accepted||
18606|Ranunculus glaberrimus|Hook.|Species        |Reviewed|accepted||
18607|Ranunculus gormanii|Greene|Species        |Reviewed|accepted||
18610|Ranunculus hebecarpus|Hook. & Arn.|Species        |Reviewed|accepted||
18622|Ranunculus lobbii|(Hiern) A. Gray|Species        |Reviewed|accepted||
18625|Ranunculus macounii|Britton|Species        |Reviewed|accepted||
18629|Ranunculus muricatus|L.|Species        |Reviewed|accepted||
18632|Ranunculus occidentalis|Nutt.|Species        |Reviewed|accepted||
18635|Ranunculus orthorhynchus|Hook.|Species        |Reviewed|accepted||
18656|Ranunculus parviflorus|L.|Species        |Reviewed|accepted||
18639|Ranunculus populago|Greene|Species        |Reviewed|accepted||
18574|Ranunculus pusillus|Poir.|Species        |Reviewed|accepted||
18642|Ranunculus repens|L.|Species        |Reviewed|accepted||
18645|Ranunculus sardous|Crantz|Species        |Reviewed|accepted||
18576|Ranunculus sceleratus|L.|Species        |Reviewed|accepted||
18649|Ranunculus testiculatus|Crantz|Species        |Reviewed|accepted||
18652|Ranunculus uncinatus|D. Don ex G. Don|Species        |Reviewed|accepted||
18670|Thalictrum fendleri|Engelm. ex A. Gray|Species        |Reviewed|accepted||
18676|Thalictrum occidentale|A. Gray|Species        |Reviewed|accepted||
18679|Thalictrum sparsiflorum|Turcz. ex Fisch. & C.A. Mey.|Species        |Reviewed|accepted||
18803|Trautvetteria caroliniensis|(Walter) Vail|Species        |Reviewed|accepted||
30156|Apocynum androsaemifolium|L.|Species        |Reviewed|accepted||
30157|Apocynum cannabinum|L.|Species        |Reviewed|accepted||
30251|Asclepias californica|Greene|Species        |Reviewed|accepted||
30256|Asclepias cordifolia|(Benth.) Jeps.|Species        |Reviewed|accepted||
30264|Asclepias eriocarpa|Benth.|Species        |Reviewed|accepted||
30267|Asclepias fascicularis|Decne.|Species        |Reviewed|accepted||
30303|Asclepias solanoana|Woodson|Species        |Reviewed|accepted||
30304|Asclepias speciosa|Torr.|Species        |Reviewed|accepted||
30170|Cycladenia humilis|Benth.|Species        |Reviewed|accepted||
30184|Nerium oleander|L.|Species        |Reviewed|accepted||
30237|Vinca major|L.|Species        |Reviewed|accepted||
42784|Asparagus officinalis|L.|Species        |Reviewed|accepted||
18916|Argemone munita|Durand & Hilg.|Species        |Reviewed|accepted||
19001|Corydalis caseana|A. Gray|Species        |Reviewed|accepted||
18938|Dendromecon rigida|Benth.|Species        |Reviewed|accepted||
18947|Dicentra formosa|(Haw.) Walp.|Species        |Reviewed|accepted||
18952|Dicentra pauciflora|S. Watson|Species        |Reviewed|accepted||
18953|Dicentra uniflora|Kellogg|Species        |Reviewed|accepted||
565150|Ehrendorferia chrysantha|(Hook. & Arn.) Rylander|Species        |Reviewed|not accepted|18944|Dicentra chrysantha
18955|Eschscholzia caespitosa|Benth.|Species        |Reviewed|accepted||
18956|Eschscholzia californica|Cham.|Species        |Reviewed|accepted||
18959|Eschscholzia hypecoides|Benth.|Species        |Reviewed|accepted||
18965|Eschscholzia procera|Greene|Species        |Reviewed|not accepted|524061|Eschscholzia californica ssp. californica
502687|Fumaria capreolata|L.|Species        |Reviewed|accepted||
18969|Fumaria officinalis|auct. non L.|Species        |Reviewed|not accepted|502690|Fumaria vaillantii
565200|Fumaria officinalis|L.|Species        |Reviewed|accepted||
18970|Fumaria parviflora|Lam.|Species        |Reviewed|accepted||
18974|Hunnemannia fumariifolia|Sweet|Species        |Reviewed|accepted||
895474|Papaver heterophyllum|(Benth.) Green|Species        |Reviewed|accepted||
18893|Papaver rhoeas|L.|Species        |Reviewed|accepted||
18983|Platystemon californicus|Benth.|Species        |Reviewed|accepted||
18988|Romneya trichocalyx|Eastw.|Species        |Reviewed|accepted||
23765|Allotropa virgata|Torr. & A. Gray ex A. Gray|Species        |Reviewed|accepted||
23627|Arbutus menziesii|Pursh|Species        |Reviewed|accepted||
|Arctostaphylos Xcinerea|||||
183590|Arctostaphylos bakeri|Eastw.|Species        |Reviewed|accepted||
23474|Arctostaphylos canescens|Eastw.|Species        |Reviewed|accepted||
23477|Arctostaphylos columbiana|Piper|Species        |Reviewed|accepted||
23479|Arctostaphylos crustacea|Eastw.|Species        |Reviewed|accepted||
23481|Arctostaphylos densiflora|M.S. Baker|Species        |Reviewed|accepted||
23484|Arctostaphylos glandulosa|Eastw.|Species        |Reviewed|accepted||
23485|Arctostaphylos glauca|Lindl.|Species        |Reviewed|accepted||
23488|Arctostaphylos hispidula|Howell|Species        |Reviewed|accepted||
23489|Arctostaphylos hookeri|G. Don|Species        |Reviewed|accepted||
183598|Arctostaphylos klamathensis|S.W. Edwards, Keeler-Wolf & W. Knight|Species        |Reviewed|accepted||
507807|Arctostaphylos malloryi|(W. Knight & Gankin) P.V. Wells|Species        |Reviewed|accepted||
23496|Arctostaphylos manzanita|Parry|Species        |Reviewed|accepted||
23498|Arctostaphylos mewukka|Merriam|Species        |Reviewed|accepted||
184511|Arctostaphylos montana|Eastw.|Species        |Reviewed|accepted||
23503|Arctostaphylos nevadensis|A. Gray|Species        |Reviewed|accepted||
507809|Arctostaphylos nortensis|(P.V. Wells) P.V. Wells|Species        |Reviewed|accepted||
23505|Arctostaphylos nummularia|A. Gray|Species        |Reviewed|accepted||
183602|Arctostaphylos nummularia|A. Gray|Species        |Reviewed|not accepted|23505|Arctostaphylos nummularia
23512|Arctostaphylos patula|Greene|Species        |Reviewed|accepted||
23513|Arctostaphylos patula|Greene|Species        |Reviewed|not accepted|23512|Arctostaphylos patula
23515|Arctostaphylos pechoensis|(Abrams) Dudley ex Eastw.|Species        |Reviewed|accepted||
23519|Arctostaphylos pungens|Kunth|Species        |Reviewed|accepted||
23523|Arctostaphylos stanfordiana|Parry|Species        |Reviewed|accepted||
23526|Arctostaphylos tomentosa|(Pursh) Lindl.|Species        |Reviewed|accepted||
23530|Arctostaphylos uva-ursi|(L.) Spreng.|Species        |Reviewed|accepted||
23533|Arctostaphylos viscida|Parry|Species        |Reviewed|accepted||
23537|Cassiope mertensiana|(Bong.) G. Don|Species        |Reviewed|accepted||
23768|Chimaphila menziesii|(D. Don) Spreng.|Species        |Reviewed|accepted||
23769|Chimaphila umbellata|(L.) W.P.C. Barton|Species        |Reviewed|accepted||
23743|Empetrum nigrum|L.|Species        |Reviewed|accepted||
23649|Erica lusitanica|K. Rudolphi|Species        |Reviewed|accepted||
23654|Gaultheria humifusa|(Graham) Rydb.|Species        |Reviewed|accepted||
23656|Gaultheria ovatifolia|A. Gray|Species        |Reviewed|accepted||
23658|Gaultheria shallon|Pursh|Species        |Reviewed|accepted||
23771|Hemitomes congestum|A. Gray|Species        |Reviewed|accepted||
23679|Kalmia polifolia|Wangenh.|Species        |Reviewed|accepted||
23552|Leucothoe davisiae|Torr. ex A. Gray|Species        |Reviewed|accepted||
23684|Menziesia ferruginea|Sm.|Species        |Reviewed|accepted||
503869|Moneses uniflora|(L.) A. Gray|Species        |Reviewed|accepted||
894526|Monotropa hypopitys|L.|Species        |Reviewed|not accepted|23775|Hypopitys monotropa
23778|Monotropa uniflora|L.|Species        |Reviewed|accepted||
504066|Orthilia secunda|(L.) House|Species        |Reviewed|accepted||
23694|Phyllodoce breweri|(A. Gray) Heller|Species        |Reviewed|accepted||
23697|Phyllodoce empetriformis|(Sm.) D. Don|Species        |Reviewed|accepted||
23783|Pityopus californicus|(Eastw.) H.F. Copel.|Species        |Reviewed|accepted||
23785|Pleuricospora fimbriolata|A. Gray|Species        |Reviewed|accepted||
23787|Pterospora andromedea|Nutt.|Species        |Reviewed|accepted||
23756|Pyrola aphylla|Sm.|Species        |Reviewed|not accepted|23761|Pyrola picta
23753|Pyrola asarifolia|Michx.|Species        |Reviewed|accepted||
23757|Pyrola chlorantha|Sw.|Species        |Reviewed|accepted||
|Pyrola crypta|||||
23758|Pyrola dentata|Sm.|Species        |Reviewed|not accepted|23761|Pyrola picta
23760|Pyrola minor|L.|Species        |Reviewed|accepted||
23761|Pyrola picta|Sm.|Species        |Reviewed|accepted||
894433|Rhododendron columbianum|(Piper) Harmaja|Species        |Reviewed|accepted||
23720|Rhododendron macrophyllum|D. Don|Species        |Reviewed|accepted||
23724|Rhododendron occidentale|(Torr. & A. Gray) A. Gray|Species        |Reviewed|accepted||
505014|Sarcodes sanguinea|Torr.|Species        |Reviewed|accepted||
23587|Vaccinium cespitosum|Michx.|Species        |Reviewed|accepted||
523100|Vaccinium coccineum|Piper|Species        |Reviewed|not accepted|23601|Vaccinium membranaceum
23591|Vaccinium deliciosum|Piper|Species        |Reviewed|accepted||
23601|Vaccinium membranaceum|Douglas ex Torr.|Species        |Reviewed|accepted||
23608|Vaccinium ovatum|Pursh|Species        |Reviewed|accepted||
